❌ 'Ensalada ensatún' → {'nombre': 'Ensalada ensatún', 'envase': 'Bol', 'size': '250 Gramos', 'precio': 2.49, 'subcategoria': 'Salsas'} (Esperado: {'nombre': 'Ensalada ensatún', 'envase': 'Bol', 'size': '250 Gramos', 'precio': 2.49, 'subcategoria': 'Platos preparados'})
❌ 'Tabletas limpiadoras prótesis dentales Benfix y ortodoncias' → {'nombre': 'Tabletas limpiadoras prótesis dentales Benfix y ortodoncias', 'envase': 'Caja', 'size': '32 Unidades', 'precio': 2.45, 'subcategoria': 'Productos de limpieza'} (Esperado: {'nombre': 'Tabletas limpiadoras prótesis dentales Benfix y ortodoncias', 'envase': 'Caja', 'size': '32 Unidades', 'precio': 2.45, 'subcategoria': 'Higiene personal'})
❌ 'Gel de baño frutal Deliplus piel normal' → {'nombre': 'Gel de baño frutal Deliplus piel normal', 'envase': 'Botella', 'size': '1 Litro', 'precio': 1.05, 'subcategoria': 'Productos de limpieza'} (Esperado: {'nombre': 'Gel de baño frutal Deliplus piel normal', 'envase': 'Botella', 'size': '1 Litro', 'precio': 1.05, 'subcategoria': 'Higiene personal'})
❌ 'Gel de baño frescor azul Deliplus piel normal' → {'nombre': 'Gel de baño frescor azul Deliplus piel normal', 'envase': 'Botella', 'size': '750 Mililitros', 'precio': 1.1, 'subcategoria': 'Productos de limpieza'} (Esperado: {'nombre': 'Gel de baño frescor azul Deliplus piel normal', 'envase': 'Botella', 'size': '750 Mililitros', 'precio': 1.1, 'subcategoria': 'Higiene personal'})
❌ 'Gel de baño nutritivo Lactovit piel normal y seca' → {'nombre': 'Gel de baño nutritivo Lactovit piel normal y seca', 'envase': 'Botella', 'size': '750 Mililitros', 'precio': 2.95, 'subcategoria': 'Lácteos'} (Esperado: {'nombre': 'Gel de baño nutritivo Lactovit piel normal y seca', 'envase': 'Botella', 'size': '750 Mililitros', 'precio': 2.95, 'subcategoria': 'Higiene personal'})
❌ 'Gel de baño vainilla y miel Deliplus piel normal' → {'nombre': 'Gel de baño vainilla y miel Deliplus piel normal', 'envase': 'Botella', 'size': '750 Mililitros', 'precio': 1.6, 'subcategoria': 'Mermelada y miel'} (Esperado: {'nombre': 'Gel de baño vainilla y miel Deliplus piel normal', 'envase': 'Botella', 'size': '750 Mililitros', 'precio': 1.6, 'subcategoria': 'Higiene personal'})
❌ 'Gel de baño granada y frutos silvestres Deliplus piel normal' → {'nombre': 'Gel de baño granada y frutos silvestres Deliplus piel normal', 'envase': 'Botella', 'size': '750 Mililitros', 'precio': 1.6, 'subcategoria': 'Perfumería'} (Esperado: {'nombre': 'Gel de baño granada y frutos silvestres Deliplus piel normal', 'envase': 'Botella', 'size': '750 Mililitros', 'precio': 1.6, 'subcategoria': 'Higiene personal'})
❌ 'Desodorante perfume Fashion Deliplus antitranspirante' → {'nombre': 'Desodorante perfume Fashion Deliplus antitranspirante', 'envase': 'Spray', 'size': '200 Mililitros', 'precio': 1.7, 'subcategoria': 'Perfumería'} (Esperado: {'nombre': 'Desodorante perfume Fashion Deliplus antitranspirante', 'envase': 'Spray', 'size': '200 Mililitros', 'precio': 1.7, 'subcategoria': 'Higiene personal'})
❌ 'Desodorante Dark Temptation Axe Essentiel' → {'nombre': 'Desodorante Dark Temptation Axe Essentiel', 'envase': 'Spray', 'size': '200 Mililitros', 'precio': 3.35, 'subcategoria': 'Perfumería'} (Esperado: {'nombre': 'Desodorante Dark Temptation Axe Essentiel', 'envase': 'Spray', 'size': '200 Mililitros', 'precio': 3.35, 'subcategoria': 'Higiene personal'})
❌ 'Aceite en crema corporal oriental Deliplus' → {'nombre': 'Aceite en crema corporal oriental Deliplus', 'envase': 'Bote', 'size': '250 Mililitros', 'precio': 3.0, 'subcategoria': 'Aceite y vinagre'} (Esperado: {'nombre': 'Aceite en crema corporal oriental Deliplus', 'envase': 'Bote', 'size': '250 Mililitros', 'precio': 3.0, 'subcategoria': 'Higiene personal'})
❌ 'Aceite corporal de almendras Deliplus 100% natural' → {'nombre': 'Aceite corporal de almendras Deliplus 100% natural', 'envase': 'Bote', 'size': '200 Mililitros', 'precio': 3.4, 'subcategoria': 'Aceite y vinagre'} (Esperado: {'nombre': 'Aceite corporal de almendras Deliplus 100% natural', 'envase': 'Bote', 'size': '200 Mililitros', 'precio': 3.4, 'subcategoria': 'Higiene personal'})
❌ 'Aceite corporal de romero Deliplus 100% natural' → {'nombre': 'Aceite corporal de romero Deliplus 100% natural', 'envase': 'Bote', 'size': '200 Mililitros', 'precio': 3.2, 'subcategoria': 'Aceite y vinagre'} (Esperado: {'nombre': 'Aceite corporal de romero Deliplus 100% natural', 'envase': 'Bote', 'size': '200 Mililitros', 'precio': 3.2, 'subcategoria': 'Higiene personal'})
❌ 'Aceite corporal rosa mosqueta Deliplus' → {'nombre': 'Aceite corporal rosa mosqueta Deliplus', 'envase': 'Bote', 'size': '30 Mililitros', 'precio': 4.8, 'subcategoria': 'Aceite y vinagre'} (Esperado: {'nombre': 'Aceite corporal rosa mosqueta Deliplus', 'envase': 'Bote', 'size': '30 Mililitros', 'precio': 4.8, 'subcategoria': 'Higiene personal'})
❌ 'Crema corporal Nivea' → {'nombre': 'Crema corporal Nivea', 'envase': 'Lata', 'size': '250 Mililitros', 'precio': 4.0, 'subcategoria': 'Lácteos'} (Esperado: {'nombre': 'Crema corporal Nivea', 'envase': 'Lata', 'size': '250 Mililitros', 'precio': 4.0, 'subcategoria': 'Higiene personal'})
❌ 'Leche corporal nutritiva Nivea con ácido hialurónico' → {'nombre': 'Leche corporal nutritiva Nivea con ácido hialurónico', 'envase': 'aceite de almendras y sérum de nutrición profunda', 'size': 'Bote', 'precio': 400.0, 'subcategoria': 'Lácteos'} (Esperado: {'nombre': 'Leche corporal nutritiva Nivea con ácido hialurónico', 'envase': 'aceite de almendras y sérum de nutrición profunda', 'size': 'Bote', 'precio': 400.0, 'subcategoria': 'Higiene personal'})
❌ 'Crema corporal Esferas Vit. E&A Deliplus' → {'nombre': 'Crema corporal Esferas Vit. E&A Deliplus', 'envase': 'Tarro', 'size': '300 Mililitros', 'precio': 3.1, 'subcategoria': 'CATEGORIA_INVALIDA'} (Esperado: {'nombre': 'Crema corporal Esferas Vit. E&A Deliplus', 'envase': 'Tarro', 'size': '300 Mililitros', 'precio': 3.1, 'subcategoria': 'Higiene personal'})
❌ 'Sorbete corporal Posidonia Deliplus' → {'nombre': 'Sorbete corporal Posidonia Deliplus', 'envase': 'Tarro', 'size': '300 Mililitros', 'precio': 3.0, 'subcategoria': 'Alimentación infantil'} (Esperado: {'nombre': 'Sorbete corporal Posidonia Deliplus', 'envase': 'Tarro', 'size': '300 Mililitros', 'precio': 3.0, 'subcategoria': 'Higiene personal'})
❌ 'Manteca corporal Murumuru Deliplus' → {'nombre': 'Manteca corporal Murumuru Deliplus', 'envase': 'Tarro', 'size': '300 Mililitros', 'precio': 4.5, 'subcategoria': 'Aceite y vinagre'} (Esperado: {'nombre': 'Manteca corporal Murumuru Deliplus', 'envase': 'Tarro', 'size': '300 Mililitros', 'precio': 4.5, 'subcategoria': 'Higiene personal'})
❌ 'Glitter roll-on corporal Cherry Deliplus' → {'nombre': 'Glitter roll-on corporal Cherry Deliplus', 'envase': '75 Mililitros', 'size': 'Precio anterior: 3,50€ por Unidad', 'precio': 2.5, 'subcategoria': 'Perfumería'} (Esperado: {'nombre': 'Glitter roll-on corporal Cherry Deliplus', 'envase': '75 Mililitros', 'size': 'Precio anterior: 3,50€ por Unidad', 'precio': 2.5, 'subcategoria': 'Higiene personal'})
❌ 'Crema de manos Oriental Woods Deliplus' → {'nombre': 'Crema de manos Oriental Woods Deliplus', 'envase': 'Tarro', 'size': '290 Mililitros', 'precio': 3.0, 'subcategoria': 'CATEGORIA_INVALIDA'} (Esperado: {'nombre': 'Crema de manos Oriental Woods Deliplus', 'envase': 'Tarro', 'size': '290 Mililitros', 'precio': 3.0, 'subcategoria': 'Higiene personal'})
❌ 'Compresa sin alas normal plegada Deliplus Classic' → {'nombre': 'Compresa sin alas normal plegada Deliplus Classic', 'envase': 'Paquete', 'size': '20 Unidades', 'precio': 1.2, 'subcategoria': 'Fruta y verdura'} (Esperado: {'nombre': 'Compresa sin alas normal plegada Deliplus Classic', 'envase': 'Paquete', 'size': '20 Unidades', 'precio': 1.2, 'subcategoria': 'Higiene personal'})
❌ 'Compresa con alas normal Evax cotton like fresh' → {'nombre': 'Compresa con alas normal Evax cotton like fresh', 'envase': 'Paquete', 'size': '32 Unidades', 'precio': 4.5, 'subcategoria': 'Fruta y verdura'} (Esperado: {'nombre': 'Compresa con alas normal Evax cotton like fresh', 'envase': 'Paquete', 'size': '32 Unidades', 'precio': 4.5, 'subcategoria': 'Higiene personal'})
❌ 'Compresa con alas normal Deliplus Dry' → {'nombre': 'Compresa con alas normal Deliplus Dry', 'envase': 'Paquete', 'size': '32 Unidades', 'precio': 2.15, 'subcategoria': 'Maquillaje'} (Esperado: {'nombre': 'Compresa con alas normal Deliplus Dry', 'envase': 'Paquete', 'size': '32 Unidades', 'precio': 2.15, 'subcategoria': 'Higiene personal'})
❌ 'Compresa con alas super Deliplus Dry' → {'nombre': 'Compresa con alas super Deliplus Dry', 'envase': 'Paquete', 'size': '28 Unidades', 'precio': 2.15, 'subcategoria': 'Bolsas y envoltorios'} (Esperado: {'nombre': 'Compresa con alas super Deliplus Dry', 'envase': 'Paquete', 'size': '28 Unidades', 'precio': 2.15, 'subcategoria': 'Higiene personal'})
❌ 'Compresa con alas noche Ausonia' → {'nombre': 'Compresa con alas noche Ausonia', 'envase': 'Paquete', 'size': '16 Unidades', 'precio': 2.95, 'subcategoria': 'Perfumería'} (Esperado: {'nombre': 'Compresa con alas noche Ausonia', 'envase': 'Paquete', 'size': '16 Unidades', 'precio': 2.95, 'subcategoria': 'Higiene personal'})
❌ 'Compresa con alas normal Ausonia' → {'nombre': 'Compresa con alas normal Ausonia', 'envase': 'Paquete', 'size': '24 Unidades', 'precio': 2.95, 'subcategoria': 'Menaje y utensilios'} (Esperado: {'nombre': 'Compresa con alas normal Ausonia', 'envase': 'Paquete', 'size': '24 Unidades', 'precio': 2.95, 'subcategoria': 'Higiene personal'})
❌ 'Compresa con alas super Ausonia' → {'nombre': 'Compresa con alas super Ausonia', 'envase': 'Paquete', 'size': '20 Unidades', 'precio': 2.95, 'subcategoria': 'Menaje y utensilios'} (Esperado: {'nombre': 'Compresa con alas super Ausonia', 'envase': 'Paquete', 'size': '20 Unidades', 'precio': 2.95, 'subcategoria': 'Higiene personal'})
❌ 'Compresa sin alas normal Evax cotton like' → {'nombre': 'Compresa sin alas normal Evax cotton like', 'envase': 'Paquete', 'size': '20 Unidades', 'precio': 2.85, 'subcategoria': 'Fruta y verdura'} (Esperado: {'nombre': 'Compresa sin alas normal Evax cotton like', 'envase': 'Paquete', 'size': '20 Unidades', 'precio': 2.85, 'subcategoria': 'Higiene personal'})
❌ 'Protegeslip maxi Deliplus Suave' → {'nombre': 'Protegeslip maxi Deliplus Suave', 'envase': 'Caja', 'size': '60 Unidades', 'precio': 2.25, 'subcategoria': 'Protectores solares'} (Esperado: {'nombre': 'Protegeslip maxi Deliplus Suave', 'envase': 'Caja', 'size': '60 Unidades', 'precio': 2.25, 'subcategoria': 'Higiene personal'})
❌ 'Protegeslip normal Evax' → {'nombre': 'Protegeslip normal Evax', 'envase': 'Caja', 'size': '96 Unidades', 'precio': 3.5, 'subcategoria': 'Protectores solares'} (Esperado: {'nombre': 'Protegeslip normal Evax', 'envase': 'Caja', 'size': '96 Unidades', 'precio': 3.5, 'subcategoria': 'Higiene personal'})
❌ 'Protegeslip ultrafino Deliplus Fresh' → {'nombre': 'Protegeslip ultrafino Deliplus Fresh', 'envase': 'Caja', 'size': '34 Unidades', 'precio': 1.25, 'subcategoria': 'Protectores solares'} (Esperado: {'nombre': 'Protegeslip ultrafino Deliplus Fresh', 'envase': 'Caja', 'size': '34 Unidades', 'precio': 1.25, 'subcategoria': 'Higiene personal'})
❌ 'Protegeslip micro Deliplus Fresh' → {'nombre': 'Protegeslip micro Deliplus Fresh', 'envase': 'Caja', 'size': '44 Unidades', 'precio': 2.0, 'subcategoria': 'Protectores solares'} (Esperado: {'nombre': 'Protegeslip micro Deliplus Fresh', 'envase': 'Caja', 'size': '44 Unidades', 'precio': 2.0, 'subcategoria': 'Higiene personal'})
❌ 'Protegeslip normal Deliplus Dry' → {'nombre': 'Protegeslip normal Deliplus Dry', 'envase': 'Caja', 'size': '70 Unidades', 'precio': 2.1, 'subcategoria': 'Protectores solares'} (Esperado: {'nombre': 'Protegeslip normal Deliplus Dry', 'envase': 'Caja', 'size': '70 Unidades', 'precio': 2.1, 'subcategoria': 'Higiene personal'})
❌ 'Protegeslip maxi Deliplus Dry' → {'nombre': 'Protegeslip maxi Deliplus Dry', 'envase': 'Caja', 'size': '60 Unidades', 'precio': 2.5, 'subcategoria': 'Protectores solares'} (Esperado: {'nombre': 'Protegeslip maxi Deliplus Dry', 'envase': 'Caja', 'size': '60 Unidades', 'precio': 2.5, 'subcategoria': 'Higiene personal'})
❌ 'Tampones super plus Tampax Compak con aplicador' → {'nombre': 'Tampones super plus Tampax Compak con aplicador', 'envase': 'Caja', 'size': '26 Unidades', 'precio': 5.75, 'subcategoria': 'Alimentación infantil'} (Esperado: {'nombre': 'Tampones super plus Tampax Compak con aplicador', 'envase': 'Caja', 'size': '26 Unidades', 'precio': 5.75, 'subcategoria': 'Higiene personal'})
❌ 'Tampones super Tampax Pearl con aplicador' → {'nombre': 'Tampones super Tampax Pearl con aplicador', 'envase': 'Caja', 'size': '18 Unidades', 'precio': 3.85, 'subcategoria': 'Alimentación infantil'} (Esperado: {'nombre': 'Tampones super Tampax Pearl con aplicador', 'envase': 'Caja', 'size': '18 Unidades', 'precio': 3.85, 'subcategoria': 'Higiene personal'})
❌ 'Tampones super plus Tampax Pearl con aplicador' → {'nombre': 'Tampones super plus Tampax Pearl con aplicador', 'envase': 'Caja', 'size': '18 Unidades', 'precio': 3.85, 'subcategoria': 'Alimentación infantil'} (Esperado: {'nombre': 'Tampones super plus Tampax Pearl con aplicador', 'envase': 'Caja', 'size': '18 Unidades', 'precio': 3.85, 'subcategoria': 'Higiene personal'})
❌ 'Protector cama tamaño 60 x 90 cm Deliplus' → {'nombre': 'Protector cama tamaño 60 x 90 cm Deliplus', 'envase': 'Paquete', 'size': '20 Unidades', 'precio': 8.5, 'subcategoria': 'Menaje y utensilios'} (Esperado: {'nombre': 'Protector cama tamaño 60 x 90 cm Deliplus', 'envase': 'Paquete', 'size': '20 Unidades', 'precio': 8.5, 'subcategoria': 'Higiene personal'})
❌ 'Pañal adulto braguita talla M Deliplus Pants plus' → {'nombre': 'Pañal adulto braguita talla M Deliplus Pants plus', 'envase': 'Paquete', 'size': '14 Unidades', 'precio': 10.8, 'subcategoria': 'Higiene infantil'} (Esperado: {'nombre': 'Pañal adulto braguita talla M Deliplus Pants plus', 'envase': 'Paquete', 'size': '14 Unidades', 'precio': 10.8, 'subcategoria': 'Higiene personal'})
❌ 'Pañal adulto braguita talla L Deliplus Pants Plus' → {'nombre': 'Pañal adulto braguita talla L Deliplus Pants Plus', 'envase': 'Paquete', 'size': '14 Unidades', 'precio': 11.95, 'subcategoria': 'Higiene infantil'} (Esperado: {'nombre': 'Pañal adulto braguita talla L Deliplus Pants Plus', 'envase': 'Paquete', 'size': '14 Unidades', 'precio': 11.95, 'subcategoria': 'Higiene personal'})
❌ 'Pañal adulto talla M de 70-130 cm Deliplus' → {'nombre': 'Pañal adulto talla M de 70-130 cm Deliplus', 'envase': 'Paquete', 'size': '20 Unidades', 'precio': 13.55, 'subcategoria': 'Higiene infantil'} (Esperado: {'nombre': 'Pañal adulto talla M de 70-130 cm Deliplus', 'envase': 'Paquete', 'size': '20 Unidades', 'precio': 13.55, 'subcategoria': 'Higiene personal'})
❌ 'Pañal adulto talla L Deliplus' → {'nombre': 'Pañal adulto talla L Deliplus', 'envase': 'Paquete', 'size': '20 Unidades', 'precio': 14.8, 'subcategoria': 'Higiene infantil'} (Esperado: {'nombre': 'Pañal adulto talla L Deliplus', 'envase': 'Paquete', 'size': '20 Unidades', 'precio': 14.8, 'subcategoria': 'Higiene personal'})
❌ 'Cera caliente en tarro Deliplus piel sensible' → {'nombre': 'Cera caliente en tarro Deliplus piel sensible', 'envase': 'Caja', 'size': '1 tarro (250 g)', 'precio': 4.1, 'subcategoria': 'Parafarmacia'} (Esperado: {'nombre': 'Cera caliente en tarro Deliplus piel sensible', 'envase': 'Caja', 'size': '1 tarro (250 g)', 'precio': 4.1, 'subcategoria': 'Higiene personal'})
❌ 'Maquinilla depilación recargable Gillette Venus Comfortglide Breeze 3 hojas' → {'nombre': 'Maquinilla depilación recargable Gillette Venus Comfortglide Breeze 3 hojas', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 6.95, 'subcategoria': 'Maquillaje'} (Esperado: {'nombre': 'Maquinilla depilación recargable Gillette Venus Comfortglide Breeze 3 hojas', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 6.95, 'subcategoria': 'Higiene personal'})
❌ 'Cuchillas para perfilar cejas y vello facial Deliplus' → {'nombre': 'Cuchillas para perfilar cejas y vello facial Deliplus', 'envase': 'Paquete', 'size': '3 Unidades', 'precio': 2.8, 'subcategoria': 'Maquillaje'} (Esperado: {'nombre': 'Cuchillas para perfilar cejas y vello facial Deliplus', 'envase': 'Paquete', 'size': '3 Unidades', 'precio': 2.8, 'subcategoria': 'Higiene personal'})
❌ 'Espuma de afeitar Sensitive Deliplus manteca de cacao' → {'nombre': 'Espuma de afeitar Sensitive Deliplus manteca de cacao', 'envase': 'Bote', 'size': '300 Mililitros', 'precio': 1.55, 'subcategoria': 'Cacao'} (Esperado: {'nombre': 'Espuma de afeitar Sensitive Deliplus manteca de cacao', 'envase': 'Bote', 'size': '300 Mililitros', 'precio': 1.55, 'subcategoria': 'Higiene personal'})
❌ 'Maquinillas de afeitar desechables Deliplus Fix 2 hojas' → {'nombre': 'Maquinillas de afeitar desechables Deliplus Fix 2 hojas', 'envase': 'Paquete', 'size': '10 Unidades', 'precio': 1.1, 'subcategoria': 'CATEGORIA_INVALIDA'} (Esperado: {'nombre': 'Maquinillas de afeitar desechables Deliplus Fix 2 hojas', 'envase': 'Paquete', 'size': '10 Unidades', 'precio': 1.1, 'subcategoria': 'Higiene personal'})
❌ 'Maquinilla de afeitar recargable Deliplus Precision System 3 hojas' → {'nombre': 'Maquinilla de afeitar recargable Deliplus Precision System 3 hojas', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.0, 'subcategoria': 'CATEGORIA_INVALIDA'} (Esperado: {'nombre': 'Maquinilla de afeitar recargable Deliplus Precision System 3 hojas', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.0, 'subcategoria': 'Higiene personal'})
❌ 'Maquinilla de afeitar recargable Deliplus Precision System 6 hojas' → {'nombre': 'Maquinilla de afeitar recargable Deliplus Precision System 6 hojas', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 5.0, 'subcategoria': 'CATEGORIA_INVALIDA'} (Esperado: {'nombre': 'Maquinilla de afeitar recargable Deliplus Precision System 6 hojas', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 5.0, 'subcategoria': 'Higiene personal'})
❌ 'Maquinilla de afeitar recargable Gillette Mach Sport 3 hojas' → {'nombre': 'Maquinilla de afeitar recargable Gillette Mach Sport 3 hojas', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 8.95, 'subcategoria': 'CATEGORIA_INVALIDA'} (Esperado: {'nombre': 'Maquinilla de afeitar recargable Gillette Mach Sport 3 hojas', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 8.95, 'subcategoria': 'Higiene personal'})
❌ 'Maquinilla de afeitar recargable Deliplus Flection System 6 hojas' → {'nombre': 'Maquinilla de afeitar recargable Deliplus Flection System 6 hojas', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 6.95, 'subcategoria': 'CATEGORIA_INVALIDA'} (Esperado: {'nombre': 'Maquinilla de afeitar recargable Deliplus Flection System 6 hojas', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 6.95, 'subcategoria': 'Higiene personal'})
